KT,Inst,Adr,Ort,Typ,RWStatus,Akt,SL,WB,AnzStand,SA,PtageStatT,AustStatT,NeugStatT,Ops,Gebs,CMIb,CMIn,pPatWAU,pPatWAK,pPatLKP,pPatHOK,PersA,PersP,PersMT,PersT,PersAFall,PersPFall,PersMTFall,PersTFall,AnzBelA,AnzBelP,AwBesold,AwInvest,AwSonst,AwT,EtMedL,EtSonst,EtSubv,FiErg,PtageStatA,AustStatA,BettenStatA,DADStatA,pBettenBelStatA,KostAmbA,KostOKPAmbA,KostStatA,KostKVGStatA,AnlKVGStatA,KostZvOKPStatA,AnlZvOKPStatA,KostLangA,AuftragLFA,ErlAmbA,ErlOKPAmbA,ErlStatA,ErlKVGStatA,ErlKVGStatVA,ErlZvOKPStatA,ErlZvOKPStatVA,ErlLangA,PtageStatP,AustStatP,BettenStatP,DADStatP,pBettenBelStatP,KostAmbP,KostOKPAmbP,KostStatP,KostKVGStatP,AnlKVGStatP,KostZvOKPStatP,AnlZvOKPStatP,KostLangP,AuftragLFP,ErlAmbP,ErlOKPAmbP,ErlStatP,ErlKVGStatP,ErlKVGStatVP,ErlZvOKPStatP,ErlZvOKPStatVP,ErlLangP,PtageStatR,AustStatR,BettenStatR,DADStatR,pBettenBelStatR,KostAmbR,KostOKPAmbR,KostStatR,KostKVGStatR,AnlKVGStatR,KostZvOKPStatR,AnlZvOKPStatR,KostLangR,AuftragLFR,ErlAmbR,ErlOKPAmbR,ErlStatR,ErlKVGStatR,ErlKVGStatVR,ErlZvOKPStatR,ErlZvOKPStatVR,ErlLangR,PtageStatB,AustStatB,BettenStatB,DADStatB,pBettenBelStatB,KostAmbB,KostOKPAmbB,KostStatB,KostKVGStatB,AnlKVGStatB,KostZvOKPStatB,AnlZvOKPStatB,KostLangB,AuftragLFB,ErlAmbB,ErlOKPAmbB,ErlStatB,ErlKVGStatB,ErlKVGStatVB,ErlZvOKPStatB,ErlZvOKPStatVB,ErlLangB
Aargau,RehaClinic Zurzach,Quellenstrasse 34,5330 Bad Zurzach,K221,priv,R,,"MSt, Arzt, BGs",5.0,,83235,3570.0,0.0,0.0,0.0,NA,NA,0.6102,78.3502,32.1571,95.6487,26.4,133.7,120.9,420.2,0.7,3.8,3.4,11.8,6,12,40958945,7068523,12552993,62308908,58326231,2848064,1306000,171387,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,83235,3570,283,23.3,80.6,6600505,0,52348334,32670844,3046792,16322083,1530295,0,454552,7009030,0,52158103,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Rehaklinik Bellikon,Mutschellenstrasse 2,5454 Bellikon,K221,oeff,R,,"Arzt, BGs",1.0,,69452,1622.0,0.0,0.0,0.0,NA,NA,6.8156,82.4341,8.7151,12.4022,44.3,115.5,123.3,463.1,2.7,7.1,7.6,28.6,0,0,44482664,8454232,12911864,66714557,64025551,2433504,0,507402,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,69452,1622,205,42.8,92.8,10952584,1037773,49351065,8754686,639288,6707952,504685,0,0,8568823,539658,56019590,6797920,100,9231390,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Reha Rheinfelden,Salinenstrasse 98,4310 Rheinfelden,K221,priv,R,,"MSt, Arzt, BGs",1.0,"MRI, CT, PET",53481,1847.0,0.0,0.0,0.0,NA,NA,2.0032,60.7735,35.4088,93.0157,19.8,91.4,115.1,364.0,1.1,5.0,6.2,19.7,0,0,34003301,3351687,8583127,47743089,44085088,1815824,0,7778,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,53481,1847,168,29,87.2,5507653,0,41216198,23617478,2465057,12997290,1356582,0,0,4234032,0,40106577,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,"aarReha Schinznach Rehabilitation, Rheumatologie",Badstrasse 55,5116 Schinznach Bad,K221,priv,R,,"Arzt, BGs",1.0,,31073,1584.0,0.0,0.0,0.0,NA,NA,0.0617,41.5793,32.5524,95.4377,12.0,31.5,32.8,133.1,0.8,2.0,2.1,8.4,0,0,12034095,1053912,3503744,16591751,16167842,410914,0,36301,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,31073,1584,96,19.6,88.7,2341824,2156707,14385500,8656686,654875,5213240,359417,0,0,2051075,1844602,14484032,7822858,100,5707566,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Bad Schinznach AG Privat­Klinik Im Park,Badstrasse 50,5116 Schinznach Bad,K221,priv,R,,,1.0,,17250,752.0,0.0,0.0,0.0,NA,NA,1,68.4343,87.75,100,4.5,28.0,32.2,99.6,0.6,3.7,4.3,13.3,0,0,9902893,1432127,3369270,14897652,15665929,546170,0,1507809,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,17250,752,55,22.9,85.9,1089000,1039000,13537000,1357000,0,11681000,0,0,0,1395000,1291000,14817000,1202000,100,8953000,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Privatklinik SALINA Salina Medizin AG,Roberstenstrasse 31,4310 Rheinfelden,K221,priv,R,,"Arzt, BGs",1.0,,7454,426.0,0.0,0.0,0.0,NA,NA,0.6834,90.1376,44.1913,100,4.7,12.3,24.6,48.3,1.1,2.9,5.8,11.4,1,1,5920240,1558888,2879645,10364820,9774142,488213,96418,-96418,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,7454,426,27.1,17.5,75.4,5419485,5404664,5030282,500950,6531,4504042,60668,0,0,5090020,4924006,5204044,383053,100,4555628,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Klinik Villa im Park AG,Bernstrasse 84,4852 Rothrist,K232,priv,A,,BGs,1.0,,7880,2442.0,651.0,2.0,2.0,0.661,0.626,0,61.8986,16.0478,88.2144,0.0,39.9,8.8,72.8,0.0,1.6,0.4,3.0,64,10,6778168,970575,4667680,12416423,12241934,314546,0,140057,7880,2442,32,3.2,67.5,210893,176380,11314047,7957031,0,2293387,0,0,0,215482,144673,11126891,13802802,50,1717464,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Geburtshus Storchenäscht AG,Bahnhofstrasse 11,5600 Lenzburg,K232,priv,B,,,1.0,,587,128.0,128.0,0.0,2.0,0.423,0.423,0,4.7431,6.3241,100,0.0,3.2,0.0,10.4,0.0,2.5,0.0,8.1,0,0,365311,69848,152020,590856,487443,147013,0,47277,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,587,128,2,4.6,80.4,0,0,444909,0,0,0,0,0,0,0,0,633390,0,NA,0,NA,0
Aargau,Klinik Barmelweid AG,,5017 Barmelweid,K235,oeff,"A, P, R",,"MSt, Arzt, BGs",1.0,,44443,2282.0,0.0,0.0,0.0,NA,NA,0.2508,28.9187,25.0418,98.7458,28.6,90.2,50.3,281.1,1.3,4.0,2.2,12.3,7,0,26731323,508044,11141843,38518563,35353214,1529012,1695043,72914,3135,526,10,6,85.9,1280774,1280774,4954088,3056058,66995,1478274,28840,0,0,1170323,1170323,4326989,2604334,59.7,1234354,59.8,0,14711,375,41,39.2,98.3,826003,798290,9737833,7314005,134527,1920329,38477,0,0,749927,723758,9236851,7205218,56.6,1887945,56.5,0,26597,1381,79,19.3,92.2,110457,110457,19640095,13013020,266191,5348422,130354,0,0,110716,110716,20279039,11793415,65.7,5038110,66.2,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Von Effinger­Stiftung Klinik im Hasel für Suchtkranke,Hasel 837,5728 Gontenschwil,K235,oeff,P,,Arzt,1.0,,15033,96.0,0.0,0.0,0.0,NA,NA,0.7194,34.7826,0,100,1.9,3.5,14.3,31.4,2.0,3.7,14.9,32.7,0,0,3490217,141390,958465,4593852,2877989,129203,1586660,-5846,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,15033,96,42,156.6,98.1,0,0,4697830,4697830,217097,0,0,0,0,0,0,4588006,2854012,63.6,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Klinik für Suchtmedizin KSM Drogenentzug / Übergang / Krisenintervention,Zürcherstrasse 52,5432 Neuenhof,K235,priv,P,,"Arzt, BGs",1.0,,2986,164.0,0.0,0.0,0.0,NA,NA,0,15.2174,0,100,0.3,4.2,5.4,11.2,0.2,2.5,3.3,6.8,0,0,1220581,93433,291378,1605392,540927,17,1119659,55211,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,2986,164,10,18.2,81.8,0,0,1627096,1627096,115133,0,0,0,0,0,0,1660603,540927,100,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Aargau,Klinik für Schlafmedizin,Badstrasse 33,5330 Bad Zurzach,K235,priv,A,,,1.0,,1595,159.0,0.0,0.0,0.0,NA,NA,3.7736,64.0523,59.7484,99.3711,2.2,7.3,3.3,17.6,1.4,4.6,2.1,11.1,0,0,2673803,477233,929162,4104683,4088065,81345,0,83937,1595,159,10,10,43.7,2674331,2674331,1337165,102160,11410,919433,102688,0,0,2787939,2709477,1117971,102141,100,919280,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell I.Rh.,Kantonales Spital Appenzell,Sonnhalde 2a,9050 Appenzell,K123,oeff,A,NF,BGs,1.0,,9054,1512.0,143.0,2.0,1.0,0.689,0.71,2.6882,25.8441,27.4194,83.2736,2.6,50.0,26.0,118.4,0.2,3.3,1.7,7.8,25,0,9387950,1795025,6848471,18031446,10181045,798533,6753387,-6014454,9054,1512,30,6,82.7,2893341,2271139,13392323,7924524,454491,4011919,227204,0,0,2382378,1795985,8746098,3666691,39.8,3431053,32.3,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell I.Rh.,Hof Weissbad AG Nachbehandlungszentrum,Im Park 1,9057 Weissbad,K221,priv,R,,,1.0,,6099,382.0,0.0,0.0,0.0,NA,NA,4.4619,96.978,99.2126,98.1627,2.0,3.0,5.5,14.4,0.5,0.8,1.4,3.8,0,0,1624310,397051,1833484,3854845,3716236,4201,134408,-134408,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,6099,382,16.7,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell A.Rh.,Spitalverbund AR Spital Herisau,Spitalstrasse 6,9100 Herisau,K122,oeff,A,,"Arzt, BGs",1.0,MRI,28524,4015.0,505.0,3.0,2.0,0.809,0.831,0.3088,33.5398,16.6299,88.09,37.1,148.7,44.1,300.2,0.9,3.7,1.1,7.5,20,0,27676886,958360,16130299,47893691,26468477,2685138,15053833,-15029833,28524,4015,90.6,7.1,86.3,10422540,9232774,34107469,19628837,687230,8128290,253928,0,0,11234875,8078445,21299755,8344356,100,6030367,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell A.Rh.,Spitalverbund AR Spital Heiden,Werdstrasse 1,9410 Heiden,K122,oeff,A,,"Arzt, BGs",1.0,CT,14911,2294.0,469.0,2.0,3.0,0.706,0.714,0.2888,48.5156,14.1155,86.8592,24.5,81.6,34.7,205.2,1.1,3.6,1.5,8.9,20,3,17576204,778856,8109173,28537837,15397870,2245955,8804780,-8399819,14911,2294,48,6.5,85.1,7091289,6536119,19247474,9965912,443522,4241718,169424,0,0,8262179,5596374,12227720,3987899,100,3168804,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell A.Rh.,Spitalverbund AR Psychiatrisches Zentrum,Krombach 3,9100 Herisau,K211,oeff,P,,"Arzt, BGs",1.0,,20091,543.0,0.0,0.0,0.0,NA,NA,0,31.7431,0,98.5321,15.3,117.5,11.9,245.4,2.8,21.7,2.2,45.2,0,0,21811135,397096,6166095,28492704,15811094,1390947,10528941,-7282332,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,20091,543,56,37,98.3,3735091,3735091,11328811,11328811,266753,0,0,12082124,0,3052572,1735245,6358513,6341486,100,0,NA,10769011,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell A.Rh.,Klinik Gais AG Fachklinik für kardiale & psychosomatische Rehabilitation,Gäbrisstrasse 1172,9056 Gais,K221,priv,R,,"MSt, Arzt, BGs",1.0,,36741,1654.0,0.0,0.0,0.0,NA,NA,2.7437,96.3986,28.4297,99.2411,11.6,13.2,22.1,108.4,0.7,0.8,1.3,6.6,0,0,9793273,606970,4210800,14715501,13079623,1544463,0,-92415,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,36741,1654,136,22.2,74,0,0,14070969,10257472,1525211,3697912,535933,0,0,0,0,12481691,8025877,100,4247787,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell A.Rh.,Rheinburg­Klinik,Dorf,9428 Walzenhausen,K221,priv,R,,"Arzt, BGs",1.0,,19039,641.0,0.0,0.0,0.0,NA,NA,6.5312,84.3168,57.1843,93.4688,7.5,38.1,31.6,116.9,1.2,5.9,4.9,18.2,1,0,10581972,2261238,2633833,15706714,14174213,553830,0,-750467,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,19039,641,57,29.7,91.5,0,0,13970268,5760355,0,7729468,0,0,36818,382845,382845,11927807,4708045,100,6304875,100,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
Appenzell A.Rh.,Hirslanden Klinik am Rosenberg,Hasenbühlstrasse 11,9410 Heiden,K231,priv,A,,"MSt, BGs",2.0,,17659,2881.0,0.0,4.0,0.0,0.974,0.952,4.2546,87.6084,68.8343,62.781,0.0,51.3,37.7,143.7,0.0,1.8,1.3,5.0,25,0,12440459,1439593,8929191,22809243,22967671,1385038,0,1543466,17659,2881,56,6.1,86.4,2543543,0,20568744,0,0,0,0,0,0,1108807,0,21220406,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
